2026-01-14 01:53:16.997 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:00:56.511 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 02:01:03.082 | INFO     | api.routes:log_requests:42 | Request: GET /health
2026-01-14 02:01:03.093 | INFO     | api.routes:log_requests:53 | Response: GET /health -> 200
2026-01-14 02:01:16.570 | INFO     | api.routes:log_requests:42 | Request: POST /api/session/start
2026-01-14 02:01:16.571 | INFO     | api.routes:log_requests:53 | Response: POST /api/session/start -> 405
2026-01-14 02:01:22.285 | INFO     | api.routes:log_requests:42 | Request: GET /openapi.json
2026-01-14 02:01:22.293 | INFO     | api.routes:log_requests:53 | Response: GET /openapi.json -> 200
2026-01-14 02:01:28.145 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:01:28.147 | INFO     | api.routes:log_requests:53 | Response: POST /session/start -> 422
2026-01-14 02:01:34.885 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:01:34.886 | INFO     | api.routes:start_session:116 | Starting new session
2026-01-14 02:01:34.916 | INFO     | services.llm_client:__init__:19 | LLMClient initialized with model: gpt-4o
2026-01-14 02:01:34.917 | INFO     | services.orchestrator:start_session:33 | Session started: 3868bedb-5cf3-4491-9dd5-1c60463e324d
2026-01-14 02:01:38.461 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:01:38.462 | ERROR    | api.routes:log_requests:63 | Request failed: POST /session/start
2026-01-14 02:02:04.315 | INFO     | api.routes:shutdown_event:366 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:02:04.479 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:02:04.828 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:02:04.829 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:02:04.829 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 02:02:12.604 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:02:12.606 | INFO     | api.routes:start_session:116 | Starting new session
2026-01-14 02:02:12.631 | INFO     | services.llm_client:__init__:19 | LLMClient initialized with model: gpt-4o
2026-01-14 02:02:12.631 | INFO     | services.orchestrator:start_session:33 | Session started: c03d53da-e10c-4310-9610-1b98e9882747
2026-01-14 02:02:18.988 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:02:18.994 | INFO     | database.repository:create_session:34 | Session created: c03d53da-e10c-4310-9610-1b98e9882747
2026-01-14 02:02:18.998 | INFO     | api.routes:start_session:138 | Session created: c03d53da-e10c-4310-9610-1b98e9882747
2026-01-14 02:02:18.998 | INFO     | api.routes:log_requests:53 | Response: POST /session/start -> 200
2026-01-14 02:02:27.110 | INFO     | api.routes:log_requests:42 | Request: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select
2026-01-14 02:02:27.112 | INFO     | api.routes:submit_selections:183 | Processing selections for session c03d53da-e10c-4310-9610-1b98e9882747
2026-01-14 02:02:32.059 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:02:32.061 | INFO     | api.routes:submit_selections:249 | Session c03d53da-e10c-4310-9610-1b98e9882747 continuing to next round
2026-01-14 02:02:32.062 | INFO     | api.routes:log_requests:53 | Response: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select -> 200
2026-01-14 02:02:38.219 | INFO     | api.routes:log_requests:42 | Request: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select
2026-01-14 02:02:38.220 | INFO     | api.routes:submit_selections:183 | Processing selections for session c03d53da-e10c-4310-9610-1b98e9882747
2026-01-14 02:02:42.913 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:02:42.915 | INFO     | api.routes:submit_selections:249 | Session c03d53da-e10c-4310-9610-1b98e9882747 continuing to next round
2026-01-14 02:02:42.915 | INFO     | api.routes:log_requests:53 | Response: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select -> 200
2026-01-14 02:02:50.502 | INFO     | api.routes:log_requests:42 | Request: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select
2026-01-14 02:02:50.503 | INFO     | api.routes:submit_selections:183 | Processing selections for session c03d53da-e10c-4310-9610-1b98e9882747
2026-01-14 02:02:54.999 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:02:55.001 | INFO     | api.routes:submit_selections:249 | Session c03d53da-e10c-4310-9610-1b98e9882747 continuing to next round
2026-01-14 02:02:55.001 | INFO     | api.routes:log_requests:53 | Response: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select -> 200
2026-01-14 02:03:02.497 | INFO     | api.routes:log_requests:42 | Request: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select
2026-01-14 02:03:02.498 | INFO     | api.routes:submit_selections:183 | Processing selections for session c03d53da-e10c-4310-9610-1b98e9882747
2026-01-14 02:03:08.650 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:03:08.652 | INFO     | api.routes:submit_selections:249 | Session c03d53da-e10c-4310-9610-1b98e9882747 continuing to next round
2026-01-14 02:03:08.652 | INFO     | api.routes:log_requests:53 | Response: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select -> 200
2026-01-14 02:03:16.722 | INFO     | api.routes:log_requests:42 | Request: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select
2026-01-14 02:03:16.723 | INFO     | api.routes:submit_selections:183 | Processing selections for session c03d53da-e10c-4310-9610-1b98e9882747
2026-01-14 02:03:24.489 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:03:24.491 | INFO     | api.routes:submit_selections:249 | Session c03d53da-e10c-4310-9610-1b98e9882747 continuing to next round
2026-01-14 02:03:24.491 | INFO     | api.routes:log_requests:53 | Response: POST /session/c03d53da-e10c-4310-9610-1b98e9882747/select -> 200
2026-01-14 02:03:57.826 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:03:57.826 | INFO     | api.routes:start_session:116 | Starting new session
2026-01-14 02:03:57.838 | INFO     | services.llm_client:__init__:19 | LLMClient initialized with model: gpt-4o
2026-01-14 02:03:57.839 | INFO     | services.orchestrator:start_session:33 | Session started: 8608a4f1-9fdb-4fbe-afc0-aa5796b70e06
2026-01-14 02:04:04.997 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:04:04.998 | INFO     | database.repository:create_session:34 | Session created: 8608a4f1-9fdb-4fbe-afc0-aa5796b70e06
2026-01-14 02:04:04.999 | INFO     | api.routes:start_session:138 | Session created: 8608a4f1-9fdb-4fbe-afc0-aa5796b70e06
2026-01-14 02:04:04.999 | INFO     | api.routes:log_requests:53 | Response: POST /session/start -> 200
2026-01-14 02:06:38.964 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:06:38.973 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:06:38.973 | INFO     | __main__:<module>:21 | ==================================================
2026-01-14 02:06:38.973 | INFO     | __main__:<module>:22 | Select From My Ideas - Web Server
2026-01-14 02:06:38.973 | INFO     | __main__:<module>:23 | ==================================================
2026-01-14 02:06:38.973 | INFO     | __main__:<module>:24 | Starting server at http://localhost:8000
2026-01-14 02:06:39.082 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:06:39.395 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:06:39.397 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:06:39.397 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 02:06:46.157 | INFO     | api.routes:log_requests:42 | Request: GET /favicon.ico
2026-01-14 02:06:46.159 | INFO     | api.routes:log_requests:53 | Response: GET /favicon.ico -> 404
2026-01-14 02:07:07.230 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:07:07.233 | INFO     | api.routes:start_session:116 | Starting new session
2026-01-14 02:07:07.287 | INFO     | services.llm_client:__init__:19 | LLMClient initialized with model: gpt-4o
2026-01-14 02:07:07.288 | INFO     | services.orchestrator:start_session:33 | Session started: f43ff54b-01a6-47ff-8569-82604769d5fa
2026-01-14 02:07:14.844 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:07:14.856 | INFO     | database.repository:create_session:34 | Session created: f43ff54b-01a6-47ff-8569-82604769d5fa
2026-01-14 02:07:14.861 | INFO     | api.routes:start_session:138 | Session created: f43ff54b-01a6-47ff-8569-82604769d5fa
2026-01-14 02:07:14.861 | INFO     | api.routes:log_requests:53 | Response: POST /session/start -> 200
2026-01-14 02:07:21.744 | INFO     | api.routes:log_requests:42 | Request: POST /session/f43ff54b-01a6-47ff-8569-82604769d5fa/select
2026-01-14 02:07:21.745 | INFO     | api.routes:submit_selections:183 | Processing selections for session f43ff54b-01a6-47ff-8569-82604769d5fa
2026-01-14 02:07:25.790 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:07:25.792 | INFO     | api.routes:submit_selections:249 | Session f43ff54b-01a6-47ff-8569-82604769d5fa continuing to next round
2026-01-14 02:07:25.792 | INFO     | api.routes:log_requests:53 | Response: POST /session/f43ff54b-01a6-47ff-8569-82604769d5fa/select -> 200
2026-01-14 02:07:29.672 | INFO     | api.routes:log_requests:42 | Request: POST /session/f43ff54b-01a6-47ff-8569-82604769d5fa/select
2026-01-14 02:07:29.673 | INFO     | api.routes:submit_selections:183 | Processing selections for session f43ff54b-01a6-47ff-8569-82604769d5fa
2026-01-14 02:07:35.315 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:07:35.319 | INFO     | api.routes:submit_selections:249 | Session f43ff54b-01a6-47ff-8569-82604769d5fa continuing to next round
2026-01-14 02:07:35.320 | INFO     | api.routes:log_requests:53 | Response: POST /session/f43ff54b-01a6-47ff-8569-82604769d5fa/select -> 200
2026-01-14 02:07:39.697 | INFO     | api.routes:log_requests:42 | Request: POST /session/f43ff54b-01a6-47ff-8569-82604769d5fa/select
2026-01-14 02:07:39.698 | INFO     | api.routes:submit_selections:183 | Processing selections for session f43ff54b-01a6-47ff-8569-82604769d5fa
2026-01-14 02:07:46.065 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:07:46.065 | INFO     | services.orchestrator:process_selections:103 | Session f43ff54b-01a6-47ff-8569-82604769d5fa concluding after round 3
2026-01-14 02:07:46.065 | INFO     | services.orchestrator:_conclude:114 | Synthesizing final output for session f43ff54b-01a6-47ff-8569-82604769d5fa
2026-01-14 02:07:53.643 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:07:53.643 | INFO     | services.orchestrator:_conclude:131 | Session f43ff54b-01a6-47ff-8569-82604769d5fa completed
2026-01-14 02:07:53.644 | INFO     | api.routes:submit_selections:225 | Session f43ff54b-01a6-47ff-8569-82604769d5fa completed
2026-01-14 02:07:53.647 | INFO     | database.repository:set_final_output:87 | Session f43ff54b-01a6-47ff-8569-82604769d5fa completed with final output
2026-01-14 02:07:53.648 | INFO     | api.routes:log_requests:53 | Response: POST /session/f43ff54b-01a6-47ff-8569-82604769d5fa/select -> 200
2026-01-14 02:13:57.686 | INFO     | api.routes:shutdown_event:366 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:13:57.872 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:13:58.255 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:13:58.256 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:13:58.256 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 02:14:40.983 | INFO     | api.routes:shutdown_event:366 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:14:41.111 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:14:41.408 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:14:41.409 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:14:41.409 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 02:17:15.478 | INFO     | api.routes:shutdown_event:366 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:17:18.231 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:17:18.240 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:17:18.240 | INFO     | __main__:<module>:21 | ==================================================
2026-01-14 02:17:18.240 | INFO     | __main__:<module>:22 | Select From My Ideas - Web Server
2026-01-14 02:17:18.240 | INFO     | __main__:<module>:23 | ==================================================
2026-01-14 02:17:18.241 | INFO     | __main__:<module>:24 | Starting server at http://localhost:8000
2026-01-14 02:17:18.361 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:17:18.685 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:17:18.685 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:17:18.686 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 02:17:31.612 | INFO     | api.routes:log_requests:42 | Request: GET /
2026-01-14 02:17:31.616 | INFO     | api.routes:log_requests:53 | Response: GET / -> 200
2026-01-14 02:17:31.627 | INFO     | api.routes:log_requests:42 | Request: GET /styles.css
2026-01-14 02:17:31.627 | INFO     | api.routes:log_requests:42 | Request: GET /app.js
2026-01-14 02:17:31.629 | INFO     | api.routes:log_requests:53 | Response: GET /app.js -> 200
2026-01-14 02:17:31.630 | INFO     | api.routes:log_requests:53 | Response: GET /styles.css -> 200
2026-01-14 02:17:32.145 | INFO     | api.routes:log_requests:42 | Request: GET /favicon.ico
2026-01-14 02:17:32.146 | INFO     | api.routes:log_requests:53 | Response: GET /favicon.ico -> 404
2026-01-14 02:17:36.634 | INFO     | api.routes:log_requests:42 | Request: OPTIONS /session/start
2026-01-14 02:17:36.634 | INFO     | api.routes:log_requests:53 | Response: OPTIONS /session/start -> 200
2026-01-14 02:17:36.636 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:17:36.651 | INFO     | api.routes:start_session:116 | Starting new session
2026-01-14 02:17:36.685 | INFO     | services.llm_client:__init__:19 | LLMClient initialized with model: gpt-4o
2026-01-14 02:17:36.686 | INFO     | services.orchestrator:start_session:33 | Session started: 6c6296de-feac-49e8-b905-71a546a3411d
2026-01-14 02:17:44.080 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:17:44.087 | INFO     | database.repository:create_session:34 | Session created: 6c6296de-feac-49e8-b905-71a546a3411d
2026-01-14 02:17:44.091 | INFO     | api.routes:start_session:138 | Session created: 6c6296de-feac-49e8-b905-71a546a3411d
2026-01-14 02:17:44.092 | INFO     | api.routes:log_requests:53 | Response: POST /session/start -> 200
2026-01-14 02:17:55.229 | INFO     | api.routes:log_requests:42 | Request: OPTIONS /session/6c6296de-feac-49e8-b905-71a546a3411d/select
2026-01-14 02:17:55.229 | INFO     | api.routes:log_requests:53 | Response: OPTIONS /session/6c6296de-feac-49e8-b905-71a546a3411d/select -> 200
2026-01-14 02:17:55.230 | INFO     | api.routes:log_requests:42 | Request: POST /session/6c6296de-feac-49e8-b905-71a546a3411d/select
2026-01-14 02:17:55.231 | INFO     | api.routes:submit_selections:183 | Processing selections for session 6c6296de-feac-49e8-b905-71a546a3411d
2026-01-14 02:18:06.811 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:18:06.818 | INFO     | api.routes:submit_selections:249 | Session 6c6296de-feac-49e8-b905-71a546a3411d continuing to next round
2026-01-14 02:18:06.819 | INFO     | api.routes:log_requests:53 | Response: POST /session/6c6296de-feac-49e8-b905-71a546a3411d/select -> 200
2026-01-14 02:18:33.507 | INFO     | api.routes:log_requests:42 | Request: POST /session/6c6296de-feac-49e8-b905-71a546a3411d/select
2026-01-14 02:18:33.508 | INFO     | api.routes:submit_selections:183 | Processing selections for session 6c6296de-feac-49e8-b905-71a546a3411d
2026-01-14 02:18:41.113 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:18:41.115 | INFO     | api.routes:submit_selections:249 | Session 6c6296de-feac-49e8-b905-71a546a3411d continuing to next round
2026-01-14 02:18:41.115 | INFO     | api.routes:log_requests:53 | Response: POST /session/6c6296de-feac-49e8-b905-71a546a3411d/select -> 200
2026-01-14 02:19:08.986 | INFO     | api.routes:log_requests:42 | Request: POST /session/6c6296de-feac-49e8-b905-71a546a3411d/select
2026-01-14 02:19:08.988 | INFO     | api.routes:submit_selections:183 | Processing selections for session 6c6296de-feac-49e8-b905-71a546a3411d
2026-01-14 02:19:17.627 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:19:17.628 | INFO     | api.routes:submit_selections:249 | Session 6c6296de-feac-49e8-b905-71a546a3411d continuing to next round
2026-01-14 02:19:17.629 | INFO     | api.routes:log_requests:53 | Response: POST /session/6c6296de-feac-49e8-b905-71a546a3411d/select -> 200
2026-01-14 02:19:31.227 | INFO     | api.routes:log_requests:42 | Request: POST /session/6c6296de-feac-49e8-b905-71a546a3411d/select
2026-01-14 02:19:31.229 | INFO     | api.routes:submit_selections:183 | Processing selections for session 6c6296de-feac-49e8-b905-71a546a3411d
2026-01-14 02:19:37.638 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:19:37.639 | INFO     | services.orchestrator:process_selections:103 | Session 6c6296de-feac-49e8-b905-71a546a3411d concluding after round 4
2026-01-14 02:19:37.639 | INFO     | services.orchestrator:_conclude:114 | Synthesizing final output for session 6c6296de-feac-49e8-b905-71a546a3411d
2026-01-14 02:19:42.040 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:19:42.040 | INFO     | services.orchestrator:_conclude:131 | Session 6c6296de-feac-49e8-b905-71a546a3411d completed
2026-01-14 02:19:42.040 | INFO     | api.routes:submit_selections:225 | Session 6c6296de-feac-49e8-b905-71a546a3411d completed
2026-01-14 02:19:42.041 | INFO     | database.repository:set_final_output:87 | Session 6c6296de-feac-49e8-b905-71a546a3411d completed with final output
2026-01-14 02:19:42.042 | INFO     | api.routes:log_requests:53 | Response: POST /session/6c6296de-feac-49e8-b905-71a546a3411d/select -> 200
2026-01-14 02:22:27.140 | INFO     | api.routes:shutdown_event:366 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:22:27.308 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:22:27.694 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:22:27.695 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:22:27.695 | INFO     | api.routes:startup_event:359 | FastAPI application started
2026-01-14 02:22:39.620 | INFO     | api.routes:shutdown_event:366 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:22:39.788 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:22:40.124 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:22:40.125 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:22:40.125 | INFO     | api.routes:startup_event:399 | FastAPI application started
2026-01-14 02:23:01.337 | INFO     | api.routes:shutdown_event:406 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:23:01.509 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:23:01.874 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:23:01.875 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:23:01.875 | INFO     | api.routes:startup_event:399 | FastAPI application started
2026-01-14 02:23:10.767 | INFO     | api.routes:shutdown_event:406 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:23:10.904 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:23:11.234 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:23:11.235 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:23:11.235 | INFO     | api.routes:startup_event:399 | FastAPI application started
2026-01-14 02:24:07.508 | INFO     | api.routes:shutdown_event:406 | FastAPI application shutting down. Active sessions: 0
2026-01-14 02:24:08.791 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:24:08.800 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:24:08.800 | INFO     | __main__:<module>:21 | ==================================================
2026-01-14 02:24:08.800 | INFO     | __main__:<module>:22 | Select From My Ideas - Web Server
2026-01-14 02:24:08.800 | INFO     | __main__:<module>:23 | ==================================================
2026-01-14 02:24:08.800 | INFO     | __main__:<module>:24 | Starting server at http://localhost:8000
2026-01-14 02:24:08.911 | INFO     | core.logging:setup_logging:100 | Logging initialized
2026-01-14 02:24:09.224 | INFO     | database.connection:init_db:36 | Initializing database at /Users/wonjunjoe/Desktop/workspace/Select_from_my_Ideas/data/sessions.db
2026-01-14 02:24:09.224 | INFO     | database.connection:init_db:38 | Database tables created
2026-01-14 02:24:09.224 | INFO     | api.routes:startup_event:399 | FastAPI application started
2026-01-14 02:24:25.725 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:24:25.726 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:24:25.730 | INFO     | api.routes:start_session:116 | Starting new session
2026-01-14 02:24:25.776 | INFO     | services.llm_client:__init__:19 | LLMClient initialized with model: gpt-4o
2026-01-14 02:24:25.777 | INFO     | services.orchestrator:start_session:33 | Session started: 0e6e504e-a7c0-4407-9312-d9b821c63de2
2026-01-14 02:24:30.606 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:24:30.612 | INFO     | database.repository:create_session:34 | Session created: 0e6e504e-a7c0-4407-9312-d9b821c63de2
2026-01-14 02:24:30.616 | INFO     | api.routes:start_session:138 | Session created: 0e6e504e-a7c0-4407-9312-d9b821c63de2
2026-01-14 02:24:30.616 | INFO     | api.routes:start_session:116 | Starting new session
2026-01-14 02:24:30.627 | INFO     | services.llm_client:__init__:19 | LLMClient initialized with model: gpt-4o
2026-01-14 02:24:30.628 | INFO     | services.orchestrator:start_session:33 | Session started: 59afc2af-dbc4-4245-b304-66a5dd8344a1
2026-01-14 02:24:35.068 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:24:35.073 | INFO     | database.repository:create_session:34 | Session created: 59afc2af-dbc4-4245-b304-66a5dd8344a1
2026-01-14 02:24:35.078 | INFO     | api.routes:start_session:138 | Session created: 59afc2af-dbc4-4245-b304-66a5dd8344a1
2026-01-14 02:24:35.078 | INFO     | api.routes:log_requests:53 | Response: POST /session/start -> 200
2026-01-14 02:24:35.079 | INFO     | api.routes:log_requests:53 | Response: POST /session/start -> 200
2026-01-14 02:24:52.298 | INFO     | api.routes:log_requests:42 | Request: POST /session/start
2026-01-14 02:24:52.299 | INFO     | api.routes:start_session:116 | Starting new session
2026-01-14 02:24:52.311 | INFO     | services.llm_client:__init__:19 | LLMClient initialized with model: gpt-4o
2026-01-14 02:24:52.312 | INFO     | services.orchestrator:start_session:33 | Session started: 1c7f9e66-fde9-443e-8bc4-406722a94099
2026-01-14 02:24:57.330 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:24:57.332 | INFO     | database.repository:create_session:34 | Session created: 1c7f9e66-fde9-443e-8bc4-406722a94099
2026-01-14 02:24:57.334 | INFO     | api.routes:start_session:138 | Session created: 1c7f9e66-fde9-443e-8bc4-406722a94099
2026-01-14 02:24:57.334 | INFO     | api.routes:log_requests:53 | Response: POST /session/start -> 200
2026-01-14 02:25:02.749 | INFO     | api.routes:log_requests:42 | Request: OPTIONS /session/1c7f9e66-fde9-443e-8bc4-406722a94099/select
2026-01-14 02:25:02.749 | INFO     | api.routes:log_requests:53 | Response: OPTIONS /session/1c7f9e66-fde9-443e-8bc4-406722a94099/select -> 200
2026-01-14 02:25:02.750 | INFO     | api.routes:log_requests:42 | Request: POST /session/1c7f9e66-fde9-443e-8bc4-406722a94099/select
2026-01-14 02:25:02.752 | INFO     | api.routes:submit_selections:183 | Processing selections for session 1c7f9e66-fde9-443e-8bc4-406722a94099
2026-01-14 02:25:08.192 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:25:08.198 | INFO     | api.routes:submit_selections:249 | Session 1c7f9e66-fde9-443e-8bc4-406722a94099 continuing to next round
2026-01-14 02:25:08.198 | INFO     | api.routes:log_requests:53 | Response: POST /session/1c7f9e66-fde9-443e-8bc4-406722a94099/select -> 200
2026-01-14 02:26:24.472 | INFO     | api.routes:log_requests:42 | Request: POST /session/1c7f9e66-fde9-443e-8bc4-406722a94099/select
2026-01-14 02:26:24.473 | INFO     | api.routes:submit_selections:183 | Processing selections for session 1c7f9e66-fde9-443e-8bc4-406722a94099
2026-01-14 02:26:32.838 | INFO     | services.llm_client:chat:73 | LLM chat response received
2026-01-14 02:26:32.840 | INFO     | api.routes:submit_selections:249 | Session 1c7f9e66-fde9-443e-8bc4-406722a94099 continuing to next round
